text,classificacao
RT @seumaconheiro: quando eu quero conversar / quando eu tento evitar as pessoas https://t.co/2FCfgJM6lx,comportamental
RT @seumaconheiro: quando eu quero conversar / quando eu tento evitar as pessoas https://t.co/2FCfgJM6lx,comportamental
RT @MahmoudOficial_: @jdoriajr Acho falar dos preservativos importantíssimo na oitava série para evitar que nasçam mais pessoas como você!!…,comportamental
RT @MahmoudOficial_: @jdoriajr Acho falar dos preservativos importantíssimo na oitava série para evitar que nasçam mais pessoas como você!!…,comportamental
RT @biaaa_crf: eu tento disfarçar e evitar de postar as coisas. 
mas não consigo tudo que eu leio me magoa.
as pessoas não conseguem pensa…,comportamental
RT @MahmoudOficial_: @jdoriajr Acho falar dos preservativos importantíssimo na oitava série para evitar que nasçam mais pessoas como você!!…,comportamental
Quando penso no quanto quero evitar tudo na vida -seja contato humano ou simplesmente responder as pessoas- fico na… https://t.co/gmM0t1LZ5y,comportamental
RT @MahmoudOficial_: @jdoriajr Acho falar dos preservativos importantíssimo na oitava série para evitar que nasçam mais pessoas como você!!…,comportamental
@fgnoronha parte da galera não entendeu que criticar as jogadoras não tem absolutamente NADA a ver com o fato do f… https://t.co/gc56PErlmY,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
@eoqgabb Mas eu tenho quase certeza que os jogos do mundial serão realizados nos mesmos estádios do mundial de 201… https://t.co/p1r99LRa4P,comportamental
Chad Gable sendo menosprezado desde as épocas de American Alpha. #SDLive,comportamental
Ala o outro dando o surto do macho menosprezado coitado,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
RT @gutoalvesp: Lendo a notícia sobre jovem negro chicoteado com fios elétricos num supermercado penso que o Brasil do futuro que sonhamos…,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
RT @MisterEsteves: Gastam mais tempo a criticar os outros do que a trabalhar neles e nos seus próprios defeitos. Custa-lhes mais o sucesso…,comportamental
RT @dianaa_costaaa: Não consigo sair de casa sem por perfume essa sou eu 🙋,comportamental
Eu não consigo sair de casa sem machucar. É fato!,comportamental
RT @SacCruzeiro_: ESTAMOS QUASE EM 2020! É UM ABSURDO SEM TAMANHO que uma pessoa sinta medo de sair de casa ou de acompanhar o time que ama…,comportamental
RT @SacCruzeiro_: ESTAMOS QUASE EM 2020! É UM ABSURDO SEM TAMANHO que uma pessoa sinta medo de sair de casa ou de acompanhar o time que ama…,comportamental
Tô com a cabeça cheia e sinto que algo de útil poderia ser colocado no papel com isso mas desde que cheguei em cas… https://t.co/FMX4T3kTbf,comportamental
Mãe: Kelly você não tá bem né?
Eu: Não mãe. 
Mãe: Da pra ver na sua cara toda desanimada nem de casa quer sair ma… https://t.co/JGrWBYLZHD,comportamental
RT @SacCruzeiro_: ESTAMOS QUASE EM 2020! É UM ABSURDO SEM TAMANHO que uma pessoa sinta medo de sair de casa ou de acompanhar o time que ama…,comportamental
RT @1_lilbrat: Não consigo sair de casa  sem a pessoa me confirmar  mesmo que já tenha ficado combinado  preciso daquele “  já vou sair…,comportamental
Não consigo sair de casa sem por perfume essa sou eu 🙋,comportamental
RT @SacCruzeiro_: ESTAMOS QUASE EM 2020! É UM ABSURDO SEM TAMANHO que uma pessoa sinta medo de sair de casa ou de acompanhar o time que ama…,comportamental
E eu que não consigo sair mais de casa  pq comecei a me sentir muito feia ultimamente mano
É até engraçado kk,comportamental
desde que cheguei em casa não consigo sair de frente da minha penteadeira... que coisa linda da porra eu to muito apaixonada,comportamental
RT @SacCruzeiro_: ESTAMOS QUASE EM 2020! É UM ABSURDO SEM TAMANHO que uma pessoa sinta medo de sair de casa ou de acompanhar o time que ama…,comportamental
tudo que eu queria é que a filha da puta da amiga da minha mãe do RJ nao estivesse aqui hoje pra passar uns DIAS na… https://t.co/n1T0YX02MP,comportamental
RT @pvdbutterfly: por conta do t.a e da depr*ssao eu perdi

meu amigos
minha namorada
meu ano letivo 
meus pais
a vontade de viver 

eu est…,comportamental
Mas graças a Deus e as pessoas que não desistiram de mim eu abri meus olhos e vi onde tinha me enfiado consegui s… https://t.co/MFmULu85tR,comportamental
@gsbmello @BrasilLivre20 @MartinhaDF Desejo vida longa ao Luladrão e mais algumas condenações para não sair de lá nos próximos 100 anos...,comportamental
Se eu desejo algo a mais do que sair desse inferno de friburgoeu não sei o que é,comportamental
E o desejo de cursar jornalismo que chegou forte aqui na calada da noite e não quer mais sair. Foda viu,comportamental
Na verdade eu queria sair de TODAS redes sociais é um desejo recorrente. Eu simplesmente não aguento mais a forçação.,comportamental
@nahorlopesjr Inimaginável! A gente sangra de indignação ao ler isso. Sim quem deseja vida acadêmica sabe que a de… https://t.co/EGCkZij6Ge,comportamental
Puts eu odeio setembro.
  Sim é o mês que mais tem suicídio mas isso não te dá o direito de sair compartilhando… https://t.co/WoNV99zD0D,comportamental
Na véspera das férias eu tenho mais um descontentamento nesse emprego. Por sorte me segurei pra sair de férias em p… https://t.co/dxUh5zajVs,comportamental
@TDMichellis Eu vou mais além desejo sair do país. Mas admito que sempre que saio do Rio me vejo morando aqui. Não… https://t.co/N2OXK1UthF,comportamental
sério sair gritando aos quatro ventos que “FULANO NÃO TEM INTERESSE E DESEJO SEXUAL EM MIM ENTÃO ELE É XFÓBICO” é t… https://t.co/I2jKrjrL07,comportamental
Não desejo pra ngm nem pra aqueles que me querem ver no chão... Tô na parte mais escura mas um dia vou sair dessa… https://t.co/2CM6NnFMAK,comportamental
a gente sabe toda força que o desejo tem a gente sabe que não pode mais sair do além......,comportamental
RT @_patrickalencar: Braz: "E não são pelos últimos dez ou 15 dias. São pelos últimos 50 dias. Tem uma hora que não dá mais e a gente ente…,comportamental
@druunkbitchh oh amigo so te desejo melhoras d te aconselho: não fique com medo a ponto de se isolar e não querer… https://t.co/H3wG92v0w8,comportamental
Eu gosto de sair uma música ao vivo mas eu ultimamente to bem melhor sabe gosto de festas mas já não são coisa… https://t.co/itwqmPkEIZ,comportamental
@VEJA Desculpa Carluxa  não desejo mal algum nem pars  vc nem seu filho mas acredito que vc tenha dinheiro sufici… https://t.co/vOnsUFSmwi,comportamental
Meu desejo é sair de casa mas não posso deixar o Nutella e não tenho renda alguma,comportamental
nem fome eu senti direito hoje
comi só umas besteiras p não morrer
mas agora tá batendo um desejo incontrolável de… https://t.co/wW52WqQNcj,comportamental
Não vejo a hora de ter condições pra sair da casa dos meus pais nunca desejei nada quanto desejo isso  🤦🏻‍♀️,comportamental
Hoje eu saí pra correr no horarío que os médicos dizem pra não sair de casa e agora desejo apenas o descanso eterno,comportamental
sair de casa com cólica 5h da manhã é oq eu não desejo a ninguém,comportamental
@druunkbitchh oh amigo so te desejo melhoras d te aconselho: não fique com medo a ponto de se isolar e não querer… https://t.co/H3wG92v0w8,comportamental
Sair de casa com desejo de comer tripa ainda arriscar minha tattoo (sendo mito ou não) e a tripa ser ruim

Obrigada duduk,comportamental
hoje eu sei o quanto evolui quando vejo q to em pleno sábado em casa e não desejo estar em nenhum outro lugar a não… https://t.co/RV4ZVLFXPf,comportamental
nao desejo pra ninguém a sensação horrível de ter autoestima tão baixa a ponto de REALMENTE não conseguir sair de c… https://t.co/tG5aFtKkLx,comportamental
RT @soujulialinda: Procurando apartamento e lembrando que não tenho nem emprego mas o desejo de sair de casa tá um absurdo,comportamental
RT @soujulialinda: Procurando apartamento e lembrando que não tenho nem emprego mas o desejo de sair de casa tá um absurdo,comportamental
Procurando apartamento e lembrando que não tenho nem emprego mas o desejo de sair de casa tá um absurdo,comportamental
RT @frannchini: É absolutamente horrível ter auto estima baixa a gente não sente vontade de sair de casa pode se arrumar mas não se sente…,comportamental
RT @frannchini: É absolutamente horrível ter auto estima baixa a gente não sente vontade de sair de casa pode se arrumar mas não se sente…,comportamental
@PinguPistola10 ...pois meu papel de fã é falar a vdd. Mas como pudemos ver neste caso não passou de uma notícia ma… https://t.co/LZMd5c2GiB,comportamental
@madeleinelacsko Que desastre. Penso nas pessoas que aprovam esse comportamento. Qual o limite para seu desejo de v… https://t.co/SXjLYitVhy,comportamental
Só de pensar que ano que vem vou estudar com meus amigos mais próximos eu fico muito feliz aaaaa é triste que eu nã… https://t.co/hFm9qnyJ5N,comportamental
RT @Fernuf91: Só quem vive a Depressão sabe como essa doença é cruel. A dor corrói tudo o choro é incontrolável e no estágio mais grave ve…,comportamental
RT @leticianeumann: Tem pessoas que querem ver você bem só nao melhor que elas. 
Não peço que Deus tenha misericórdia peço que Deus de a…,comportamental
RT @Fernuf91: Só quem vive a Depressão sabe como essa doença é cruel. A dor corrói tudo o choro é incontrolável e no estágio mais grave ve…,comportamental
RT @ThataaDrummon: não tem lógica eu vencer a depressão e não ajudar quem também tem o meu maior desejo é ficar bem vencer isso tudo e ve…,comportamental
não tem lógica eu vencer a depressão e não ajudar quem também tem o meu maior desejo é ficar bem vencer isso tudo… https://t.co/WQey0dR5Jx,comportamental
@Nicolelima_c kkkk eu sei como e eu tbm tenho :/ inclusive ultimamente tá muito pior
mas eu creio q vo me livrar di… https://t.co/QcHr0A3Wwf,comportamental
RT @Fernuf91: Só quem vive a Depressão sabe como essa doença é cruel. A dor corrói tudo o choro é incontrolável e no estágio mais grave ve…,comportamental
RT @Fernuf91: Só quem vive a Depressão sabe como essa doença é cruel. A dor corrói tudo o choro é incontrolável e no estágio mais grave ve…,comportamental
RT @Fernuf91: Só quem vive a Depressão sabe como essa doença é cruel. A dor corrói tudo o choro é incontrolável e no estágio mais grave ve…,comportamental
RT @Fernuf91: Só quem vive a Depressão sabe como essa doença é cruel. A dor corrói tudo o choro é incontrolável e no estágio mais grave ve…,comportamental
RT @Fernuf91: Só quem vive a Depressão sabe como essa doença é cruel. A dor corrói tudo o choro é incontrolável e no estágio mais grave ve…,comportamental
RT @Fernuf91: Só quem vive a Depressão sabe como essa doença é cruel. A dor corrói tudo o choro é incontrolável e no estágio mais grave ve…,comportamental
não faz o menor sentido assistir séries novas enquanto existir friends,comportamental
@lucasinutilismo Bem nos questionamos a nossa existência as vezes achamos ela sem sentido ou seja nao faz mais sent… https://t.co/Up12ggEmce,comportamental
Mesmo se eu esconder
Eu larguei meu escudo
Frente à multidão
Eu expus meus segredos
Meus defeitos e não
Eu não tenh… https://t.co/csm9x48ydu,comportamental
@wandxrachel como tony stan eu tenho que dizer: não faz o mínimo sentido uma estátua pra ele sendo que nem existir… https://t.co/x0mlN92Czz,comportamental
Pelo simples fato do ser humano ser um criador existe um Criador porque não faz sentido existir um planeta com pos… https://t.co/8DZC8BUY2r,comportamental
então eu realmente não sei qual o sentido de ainda existir sendo que minha existência não faz sentido nenhum...,comportamental
RT @sinfernox: Não vou mentir eu já quis tanto deixar de existir escute aqui não faz sentido se você não sentir.,comportamental
Não vou mentir eu já quis tanto deixar de existir escute aqui não faz sentido se você não sentir.,comportamental
Como assim não faz sentido existir inferno menino? E as passagens bíblicas sobre isso? Ai não me dá esperanças d…… https://t.co/rDvFbeoAGY,comportamental
Nao me confunde mais do q eu já tô kkkkk como assim não tem inferno? — a ideia de uma cadeira eterna foi contruída… https://t.co/TBajpO0phw,comportamental
